text,label
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 ??3/wk 087016248,spam
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,spam
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,ham
I'm done. C ?_ there.,ham
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,ham
We have pizza if u want,ham
Thats cool. i liked your photos. You are very sexy!,ham
No she didnt. I will search online and let you know.,ham
Where can download clear movies. Dvd copies.,spam
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",ham
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,ham
Yup next stop.,ham
On the way to office da..,ham
"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",spam
Do well :)all will for little time. Thing of good times ahead:,ham
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",ham
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,ham
Actually getting ready to leave the house.,ham
"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",ham
The evo. I just had to download flash. Jealous?,ham
Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,ham
Wat happened to the cruise thing,ham
Babe ? I lost you ... Will you try rebooting ?,ham
I‰??m going to try for 2 months ha ha only joking,ham
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,ham
How are you with moneY...as in to you...money aint a thing....how are you sha!,ham
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,ham
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,ham
Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,ham
I'm coming home 4 dinner.,ham
"URGENT!! Your 4* Costa Del Sol Holiday or ??5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost??1.50/pm, Max10mins",spam
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham
Aiya we discuss later lar... Pick ?_ up at 4 is it?,ham
Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,ham
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,ham
Also remember the beads don't come off. Ever.,ham
You have WON a guaranteed ??1000 cash or a ??2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,spam
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",ham
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,ham
I wanted to ask ?_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,ham
Hi. I'm sorry i missed your call. Can you pls call back.,ham
Shall I bring us a bottle of wine to keep us amused? Only joking! I‰??ll bring one anyway,ham
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",ham
"Win the newest ??Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam
Its ok..come to my home it vl nice to meet and v can chat..,ham
Its a part of checking IQ,ham
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,ham
Hanging out with my brother and his family,ham
"Yep, at derek's house now, see you Sunday &lt;3",ham
Jay's getting really impatient and belligerent,ham
Wot u up 2? Thout u were gonna call me!! Txt bak luv K,ham
Thanx but my birthday is over already.,ham
cool. We will have fun practicing making babies!,ham
Okie... Thanx...,ham
Just got up. have to be out of the room very soon. ‰?_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,ham
Not able to do anything.,ham
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",ham
Yar lor... How u noe? U used dat route too?,ham
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),ham
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,ham
Lmao but its so fun...,ham
I'm in class. Did you get my text.,ham
2/2 146tf150p,ham
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,ham
I notice you like looking in the shit mirror youre turning into a right freak,ham
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just ??1.50 per wk 2 opt out send STOP 08452810071 16,spam
Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,ham
Yes. Last  practice,ham
Got c... I lazy to type... I forgot ?_ in lect... I saw a pouch but like not v nice...,ham
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,ham
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,ham
I anything lor...,ham
Wat's my dear doing? Sleeping ah?,ham
Got smaller capacity one? Quite ex...,ham
How dare you change my ring,ham
I cant pick the phone right now. Pls send a message,ham
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",ham
You made my day. Do have a great day too.,ham
I'm leaving my house now.,ham
"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",ham
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",ham
Also andros ice etc etc,ham
"Awesome, I'll see you in a bit",ham
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,ham
Hey what how about your project. Started aha da.,ham
Just nw i came to hme da..,ham
Moji i love you more than words. Have a rich day,ham
Bring it if you got it,ham
Men like shorter ladies. Gaze up into his eyes.,ham
"\Thinking of u ;) x\""""",ham
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,ham
Have you started in skye,ham
Ok lor wat time ?_ finish?,ham
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,ham
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",spam
I know you are. Can you pls open the back?,ham
That's y we haf to combine n c how lor...,ham
Buy one egg for me da..please:),ham
SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,ham
I think that tantrum's finished so yeah I'll be by at some point,ham
Got it! It looks scrumptious... daddy wants to eat you all night long!,ham
No. She's currently in scotland for that.,ham
Oooh bed ridden ey? What are YOU thinking of?,ham
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
My uncles in Atlanta. Wish you guys a great semester.,ham
Umma. Did she say anything,ham
Ill be at yours in about 3 mins but look out for me,ham
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,ham
"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",ham
"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",ham
"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",ham
Sorry da thangam.it's my mistake.,ham
So lets make it saturday or monday as per convenience.,ham
Really good:)dhanush rocks once again:),ham
"Haha, just what I was thinkin",ham
Last chance 2 claim ur ??150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. ??3.00 Sub. 16 . Remove txt X or STOP,spam
Haha... Really oh no... How? Then will they deduct your lesson tmr?,ham
Ok i also wan 2 watch e 9 pm show...,ham
"K give me a sec, breaking a  &lt;#&gt;  at cstore",ham
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,ham
"I'm not coming over, do whatever you want",ham
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
I emailed yifeng my part oredi.. Can ?_ get it fr him..,ham
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",ham
I will come with karnan car. Please wait till 6pm will directly goto doctor.,ham
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,ham
"4 tacos + 1 rajas burrito, right?",ham
?? say until like dat i dun buy ericsson oso cannot oredi lar...,ham
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,ham
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,ham
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,spam
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,ham
Dare i ask... Any luck with sorting out the car?,ham
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,ham
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,ham
Id have to check but there's only like 1 bowls worth left,ham
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",ham
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur ??rents mayb interested in it, I hav 12,000pes, so around ??48, tb, James.",ham
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,ham
"see you then, we're all christmassy here!",ham
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",ham
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,spam
Try neva mate!!,ham
I can take you at like noon,ham
Are you ok. What happen to behave like this,ham
"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\""""",ham
"\I;m reaching in another 2 stops.\""""",ham
Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,ham
Hey what happen de. Are you alright.,ham
"WELL DONE! Your 4* Costa Del Sol Holiday or ??5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost??1.50/pm, Max10mins",spam
Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,ham
"Haha awesome, be there in a minute",ham
Have you bookedthe hut? And also your time off? How are you by the way?,ham
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,ham
Cos daddy arranging time c wat time fetch ?_ mah...,ham
Not course. Only maths one day one chapter with in one month we can finish.,ham
No. Yes please. Been swimming?,ham
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only ??1.50/week. SavaMob - offers mobile!",spam
I donno its in your genes or something,ham
But you were together so you should be thinkin about him,ham
"Thanks for your ringtone order, ref number R836. Your mobile will be charged ??4.50. Should your tone not arrive please call customer services on 09065069154",spam
I doubt you could handle 5 times per night in any case...,ham
Nobody names their penis a girls name this story doesn't add up at all,ham
Short But Cute: \Be a good person,ham
I come n pick ?_ up... Come out immediately aft ur lesson...,ham
Lol ... I knew that .... I saw him in the dollar store,ham
"That's fine, have him give me a call if he knows what he wants or has any questions",ham
Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,ham
PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,spam
"Aight that'll work, thanks",ham
If you are not coughing then its nothing,ham
"Last Chance! Claim ur ??150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. ??3.00 Sub. 16",spam
 and  picking them up from various points,ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed ??1000 cash or ??5000 prize!,spam
What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,ham
I'm done oredi...,ham
You were supposed to wake ME up &gt;:(,ham
Oh k:)after that placement there ah?,ham
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham
One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,ham
No dear i do have free messages without any recharge. Hi hi hi,ham
Thats cool. How was your day?,ham
Hi. Hope you had a good day. Have a better night.,ham
What should i eat fo lunch senor,ham
Prabha..i'm soryda..realy..frm heart i'm sory,ham
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",ham
"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",ham
Was it something u ate?,ham
If u sending her home first it's ok lor. I'm not ready yet.,ham
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,ham
"Not for possession, especially not first offense",ham
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or ??1000. To claim txt DIS to 87121 18+6*??1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam
Then i buy.,ham
I uploaded mine to Facebook,ham
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",ham
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",ham
"Received, understood n acted upon!",ham
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,spam
K:)k..its good:)when are you going?,ham
I'm in class. Will holla later,ham
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham
Pls she needs to dat slowly or she will vomit more.,ham
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam
Geeeee ... I love you so much I can barely stand it,ham
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",ham
I will come to ur home now,ham
You said not now. No problem. When you can. Let me know.,ham
I am in hospital da. . I will return home in evening,ham
"URGENT!! Your 4* Costa Del Sol Holiday or ??5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost??1.50/pm, Max10mins",spam
Oh ok.. Wat's ur email?,ham
Does uncle timi help in clearing cars,ham
How come?,ham
"I sent you the prices and do you mean the  &lt;#&gt; g,",ham
It took Mr owl 3 licks,ham
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",ham
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
I'll text now! All creepy like so he won't think that we forgot,ham
The wine is flowing and i'm i have nevering..,ham
That one week leave i put know that time. Why.,ham
What happened in interview?,ham
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam
Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,ham
I am late. I will be there at,ham
"Ta-Daaaaa! I am home babe, are you still up ?",ham
Are you at work right now ?,ham
Lmao!nice 1,ham
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",ham
"Sorry battery died, yeah I'm here",ham
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,ham
Don know:)this week i'm going to tirunelvai da.,ham
U wan 2 haf lunch i'm in da canteen now.,ham
What happen dear. Why you silent. I am tensed,ham
soon you will have the real thing princess! Do i make you wet? :),ham
Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,ham
FROM 88066 LOST ??12 HELP,ham
?? v ma fan...,spam
10 min later k...,ham
Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,ham
So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,ham
My sister going to earn more than me da.,ham
"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",ham
Going for dinner.msg you after.,ham
Ya:)going for restaurant..,ham
How much is torch in 9ja.,ham
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",ham
I remain unconvinced that this isn't an elaborate test of my willpower,ham
Am watching house ‰?? very entertaining ‰?? am getting the whole hugh laurie thing ‰?? even with the stick ‰?? indeed especially with the stick.,ham
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,ham
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",spam
That is wondar full flim.,ham
Watching ajith film ah?,ham
No shoot me. I'm in the docs waiting room. :/,ham
Delhi and chennai still silent.,ham
Surely result will offer:),spam
That seems unnecessarily hostile,ham
Then she buying today? ?? no need to c meh...,ham
When did you get to the library,ham
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam
Ok...,ham
I'm home. Doc gave me pain meds says everything is fine.,ham
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,ham
happened here while you were adventuring,ham
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,ham
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,ham
Chk in ur belovd ms dict,ham
Hey they r not watching movie tonight so i'll prob b home early...,ham
Thnx dude. u guys out 2nite?,ham
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ham
"Loan for any purpose ??500 - ??75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam
I love working from home :),ham
The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,ham
You have won a guaranteed ??200 award or even ??1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,spam
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,ham
Wat's da model num of ur phone?,ham
God bless.get good sleep my dear...i will pray!,ham
Then she dun believe wat?,ham
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam
And maybe some pressies,ham
"Good stuff, will do.",ham
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,ham
Just finished. Missing you plenty,ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam
We're finally ready fyi,ham
Wot is u up 2 then bitch?,ham
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,spam
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",ham
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham
I was about to do it when i texted. I finished a long time ago and showered and er'ything!,ham
Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,ham
Am I the only one who doesn't stalk profiles?,ham
Love it! The girls at the office may wonder why you are smiling but sore...,ham
Infact happy new year. How are you where are you when are we seeing,ham
"sure, but make sure he knows we ain't smokin yet",ham
"I‰??ve got some salt, you can rub it in my open wounds if you like!",ham
Right it wasnt you who phoned it was someone with a number like yours!,ham
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,ham
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",ham
Lol I would but despite these cramps I like being a girl.,ham
"Cool, text me when you head out",ham
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,ham
So what u doing today?,ham
"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",ham
U GOIN OUT 2NITE?,ham
I‰??m parked next to a MINI!!!! When are you coming in today do you think?,ham
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham
Wewa is 130. Iriver 255. All 128 mb.,ham
I borrow ur bag ok.,ham
Crazy ar he's married. ?? like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,ham
How are you. Wish you a great semester,ham
U're welcome... Caught u using broken english again...,ham
"I??m cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",ham
No need to say anything to me. I know i am an outsider,ham
"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",ham
"How long before you get reply, just defer admission til next semester",ham
Still in the area of the restaurant. Ill try to come back soon,ham
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,spam
What's the significance?,ham
I luv u soo much u don??t understand how special u r 2 me ring u 2morrow luv u xxx,ham
U too...,ham
Lol boo I was hoping for a laugh,ham
"Dear relieved of westonzoyland, all going to plan this end too!",ham
Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,ham
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,ham
Do you know when the result.,ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
Love you aathi..love u lot..,ham
Din i tell u jus now 420,ham
Good morning princess! Happy New Year!,ham
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",ham
So no messages. Had food?,ham
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,spam
I like to talk pa but am not able to. I dont know y.,ham
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,ham
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,ham
Kothi print out marandratha.,ham
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,ham
My phone,ham
I send the print  outs da.,ham
Pls go there today  &lt;#&gt; . I dont want any excuses,ham
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),ham
Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,ham
"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",ham
Why you Dint come with us.,ham
And whenever you and i see we can still hook up too.,ham
No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,ham
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/??1.20 POBOXox36504W45WQ 16+",spam
There's no point hangin on to mr not right if he's not makin u happy,ham
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",ham
I always chat with you. In fact i need money can you raise me?,ham
Eat jap done oso aft ur lect wat... ?? got lect at 12 rite... ,ham
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",ham
Like a personal sized or what,ham
Yes princess! I want to please you every night. Your wish is my command...,ham
Should I head straight there or what,ham
See you there! ,ham
Yeah no probs - last night is obviously catching up with you... Speak soon ,ham
"Latest Nokia Mobile or iPOD MP3 Player +??400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.??1,50/Mtmsgrcvd18+",spam
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,ham
Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,ham
"Sorry, I'll call later",ham
Hey we can go jazz power yoga hip hop kb and yogasana ,ham
"If e timing can, then i go w u lor...",ham
"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",ham
